Block_id,Threshold
210501-113627,0.574158478466453
210503-120942,-0.363272580059193
210504-193506,-0.361541847793298
210507-145359,-0.361541847793298
210509-153436,-0.361541847793298
210510-115548,-0.548463439423011
210511-134727,-0.548463439423011
210512-160447,-0.548463439423011
210513-161948,-0.361541847793298
210514-151126,-0.548463439423011
210516-175249,-0.548463439423011
210519-110406,-0.548463439423011
210520-100403,-0.363272580059193
