Subj_id,Session_id,Spout_onset,Spout_offset
SUBJ-ID-154,MML-Aversive-AM-210504-191851,7.807418e+01,1.104132e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.131449e+02,1.206076e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.207231e+02,1.207339e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.207530e+02,1.207857e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.209156e+02,1.210061e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.211224e+02,1.211615e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.216989e+02,1.270958e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.281636e+02,1.363752e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.368634e+02,1.370960e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.372491e+02,1.445036e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.455292e+02,1.565369e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.565960e+02,1.566005e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.567203e+02,1.567284e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.570970e+02,1.634514e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.642428e+02,1.705228e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.710062e+02,1.712399e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.741574e+02,1.784276e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.788900e+02,1.845294e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.860096e+02,1.918391e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.920293e+02,1.922980e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,1.931714e+02,1.994668e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.001387e+02,2.067359e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.068531e+02,2.070221e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.072296e+02,2.119125e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.119830e+02,2.126255e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.129008e+02,2.194414e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.203436e+02,2.249225e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.252574e+02,2.282012e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.287748e+02,2.356311e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.375498e+02,2.441985e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.445412e+02,2.499126e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.503109e+02,2.604291e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.605854e+02,2.605974e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.607734e+02,2.607935e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.608039e+02,2.663170e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.666039e+02,2.666279e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.666341e+02,2.668396e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.668906e+02,2.669052e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.707697e+02,2.765844e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,2.855607e+02,3.012091e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.016176e+02,3.016984e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.017240e+02,3.064998e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.065581e+02,3.066327e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.066587e+02,3.066724e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.077392e+02,3.134435e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.144026e+02,3.217647e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.221077e+02,3.221209e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.221271e+02,3.262574e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.267747e+02,3.319544e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.321454e+02,3.331312e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.332416e+02,3.335313e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.337841e+02,3.337903e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.340264e+02,3.408805e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.410813e+02,3.480588e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.487754e+02,3.489775e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.518552e+02,3.564037e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.567535e+02,3.567849e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.568436e+02,3.616481e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.616737e+02,3.616813e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.618511e+02,3.618714e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.619442e+02,3.694203e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.694424e+02,3.694518e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.696734e+02,3.696820e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.697846e+02,3.744654e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.745067e+02,3.745140e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.745371e+02,3.745651e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.768867e+02,3.772585e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.773232e+02,3.819358e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.822586e+02,3.825594e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.825893e+02,3.826436e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.893655e+02,3.894317e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.894388e+02,3.920938e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.924440e+02,3.925364e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.926181e+02,3.945402e+02
SUBJ-ID-154,MML-Aversive-AM-210504-191851,3.962339e+02,3.962385e+02
