Subj_id,Session_id,Spout_onset,Spout_offset
SUBJ-ID-154,MML-Aversive-AM-210503-115351,6.697263e+01,8.747756e+01
SUBJ-ID-154,MML-Aversive-AM-210503-115351,8.798546e+01,9.604078e+01
SUBJ-ID-154,MML-Aversive-AM-210503-115351,9.613715e+01,9.623106e+01
SUBJ-ID-154,MML-Aversive-AM-210503-115351,9.629925e+01,9.742658e+01
SUBJ-ID-154,MML-Aversive-AM-210503-115351,9.892385e+01,9.907388e+01
SUBJ-ID-154,MML-Aversive-AM-210503-115351,9.909148e+01,9.963452e+01
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.008247e+02,1.045576e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.046516e+02,1.046968e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.087274e+02,1.140167e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.156368e+02,1.214692e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.216392e+02,1.217793e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.225240e+02,1.280799e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.287064e+02,1.296321e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.303829e+02,1.374401e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.376166e+02,1.376513e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.379755e+02,1.382182e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.439221e+02,1.477486e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.484801e+02,1.485210e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.487922e+02,1.513989e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.515856e+02,1.517410e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.517471e+02,1.517595e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.526795e+02,1.546664e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.554060e+02,1.586595e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.586658e+02,1.586688e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.595692e+02,1.633411e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.677541e+02,1.736898e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.752780e+02,1.759731e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.794505e+02,1.794648e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.794844e+02,1.844783e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.847116e+02,1.848314e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.848392e+02,1.848806e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.858956e+02,1.892115e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.909972e+02,1.911127e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,1.911647e+02,1.921422e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.064254e+02,2.084987e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.087414e+02,2.087550e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.087576e+02,2.088757e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.089645e+02,2.089664e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.093746e+02,2.094379e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.094558e+02,2.095040e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.095070e+02,2.095674e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.095771e+02,2.125226e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.135289e+02,2.144690e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.234914e+02,2.238067e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.241904e+02,2.242311e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.242966e+02,2.244069e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.254745e+02,2.255130e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.260054e+02,2.276961e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.294625e+02,2.316575e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.409792e+02,2.463073e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.481371e+02,2.522170e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.540820e+02,2.582060e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.599877e+02,2.638106e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.648745e+02,2.649087e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.649248e+02,2.714612e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.726421e+02,2.760029e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.771183e+02,2.801110e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.821694e+02,2.870167e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.891292e+02,2.891364e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.891377e+02,2.930435e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.931744e+02,2.933384e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.948233e+02,2.991567e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,2.993314e+02,2.995689e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.001534e+02,3.001802e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.004539e+02,3.054962e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.056528e+02,3.062889e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.074475e+02,3.129727e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.143357e+02,3.147841e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.176186e+02,3.230683e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.237465e+02,3.280391e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.292618e+02,3.303886e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.373615e+02,3.421027e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.426919e+02,3.494935e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.507175e+02,3.532438e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.535217e+02,3.536206e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.536539e+02,3.536697e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.536795e+02,3.536857e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.540803e+02,3.560887e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.576639e+02,3.627545e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.628502e+02,3.629311e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.640550e+02,3.681674e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.697564e+02,3.697667e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.697824e+02,3.752267e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.763736e+02,3.803860e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.808117e+02,3.808191e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.810845e+02,3.863389e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.876487e+02,3.876852e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.877300e+02,3.937221e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.940917e+02,3.941185e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.949137e+02,3.951952e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.954262e+02,3.991017e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,3.998563e+02,4.011543e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.026352e+02,4.026788e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.027237e+02,4.091210e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.091243e+02,4.091304e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.092182e+02,4.101007e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.103328e+02,4.165995e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.183966e+02,4.237729e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.256314e+02,4.312257e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.317293e+02,4.326405e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.329126e+02,4.361557e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.369238e+02,4.424656e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.430556e+02,4.430599e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.431341e+02,4.542372e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.551381e+02,4.551432e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.552363e+02,4.595343e+02
SUBJ-ID-154,MML-Aversive-AM-210503-115351,4.602913e+02,4.668713e+02
