Block_id,Threshold
210501-110706,0.574158478466453
210503-114111,-0.363272580059193
210504-190522,-0.361541847793298
210507-142441,-0.361541847793298
210509-150519,-0.361541847793298
210510-112424,-0.548463439423011
210511-132040,-0.548463439423011
210512-153724,-0.548463439423011
210513-155202,-0.361541847793298
210516-172213,-0.548463439423011
210518-103901,-0.548463439423011
210519-103650,-0.548463439423011
210520-094012,-0.363272580059193
