Block_id,Threshold
210501-123646,0.574158478466453
210503-131419,-0.363272580059193
210506-135027,-0.361541847793298
210507-155813,-0.361541847793298
210509-163326,-0.361541847793298
210510-125618,-0.548463439423011
210511-144520,-0.548463439423011
210513-171957,-0.361541847793298
210514-161146,-0.548463439423011
210516-185542,-0.548463439423011
