Cluster,Best_channel,Shank,Cluster_quality,PTP_duration_ms,PTP_ratio,Repolarization_duration_ms
824,56,1,good,0.733184,5.53314271150326,0.512
948,22,2,good,0.688128,5.78592501282411,0.34816
949,27,2,good,0.692224,7.48672572411672,0.114688
976,30,2,good,0.700416,5.516140595521,0.4096
977,24,2,good,0.786432,9.40723154743368,0.290816
1295,44,4,good,0.692224,7.04988910068663,0.331776
1316,45,4,good,0.700416,5.63685453537298,0.274432
1318,41,4,good,0.692224,6.06271504852077,0.290816
